Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಕೋಸು,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕಾಲಿಫ್ಲವರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮೇಲೆ ಹಸಿರು-ಹಳದಿ ಮಚ್ಚೆ. ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಮತ್ತು ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ಕಿತ್ತು ಹೂತು ಹಾಕಿ.
ಕೋಸು,ಎಲೆ ಅಂಚು ಸುಡುವುದು (Tipburn),ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆ,ಒಳಗಿನ ಎಲೆಗಳ ಅಂಚು ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತದೆ. ಇದು ಕ್ಯಾಲ್ಸಿಯಂ ಕೊರತೆಯಿಂದ ಆಗುತ್ತದೆ. ಕ್ಯಾಲ್ಸಿಯಂ ನೈಟ್ರೇಟ್ (2-3g/L) ದ್ರಾವಣವನ್ನು ಸಿಂಪಡಿಸಿ.
ಕೋಸು,ಗಡ್ಡೆ ಸೀಳುವುದು (Splitting),ದೈಹಿಕ ವಿಕೋಪ,ಕೋಸು ಗಡ್ಡೆ ಹಠಾತ್ತನೆ ಸೀಳುತ್ತದೆ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಸಮನಾಗಿರುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಅತಿಯಾದ ಮಳೆ ಬರುವ ಮುನ್ನವೇ ಕೊಯ್ಲು ಮಾಡಿ.
ಕೋಸು,ನಾರು ಕಾಂಡ (Wirestem),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಸಣ್ಣ ಸಸಿಗಳ ಬುಡ ನಾರಿನಂತೆ ಸಪೂರವಾಗಿ ಕಪ್ಪಾಗುತ್ತದೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ನರ್ಸರಿಯಲ್ಲಿ ಎತ್ತರಿಸಿದ ಪಾತಿಗಳನ್ನು ಬಳಸಿ.
ಬದನೆ,ಕಿರು ಎಲೆ ರೋಗ (Little Leaf),ಫೈಟೋಪ್ಲಾಸ್ಮಾ,ಎಲೆಗಳು ಅತಿ ಸಣ್ಣದಾಗಿ ಗಿಡ ಕುಂಠಿತವಾಗುತ್ತದೆ. ರೋಗವಿರುವ ಗಿಡ ಕಿತ್ತು ಹಾಕಿ. ಹರಡುವ ಜಿಗಿನೊಣಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ ಡಿಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.
ಬದನೆ,ಫೋಮಾಪ್ಸಿಸ್ ಅಂಗಮಾರಿ,ಫೋಮಾಪ್ಸಿಸ್ ವೆಕ್ಸಾನ್ಸ್,"ಎಲೆ ಮೇಲೆ ಕಂದು ಚುಕ್ಕೆ, ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆ ಮುನ್ನ ಥೈರಾಮ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ."
ಬದನೆ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬಾಡು ರೋಗ,ರಾಲ್ಸ್ಟೋನಿಯಾ ಸೊಲಾನೇಸಿಯಾರಮ್,ಗಿಡ ಹಸಿರಾಗಿದ್ದಾಗಲೇ ದಿಢೀರನೆ ಬಾಡುತ್ತದೆ. ರೋಗನಿರೋಧಕ ತಳಿ (ಅರ್ಕಾ ನೀಲಕಂಠ) ಬಳಸಿ. ರಾಗಿ ಅಥವಾ ಜೋಳದ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಬದನೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಮೆಲಾಂಜಿನೇ,ಎಲೆ ಮೇಲೆ ಹಳದಿ-ಕಂದು ವೃತ್ತಾಕಾರದ ಚುಕ್ಕೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಸರಿಯಾದ ಗಾಳಿಯಾಡಲು ಜಾಗ ಬಿಡಿ.
ಬದನೆ,ಅಲ್ಟರ್ನೇರಿಯಾ ಎಲೆ ಮಚ್ಚೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಮೆಲಾಂಜಿನೇ,ಎಲೆ ಮೇಲೆ ಕಪ್ಪು ವೃತ್ತಾಕಾರದ ಮಚ್ಚೆಗಳು. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಹೊಲವನ್ನು ಸ್ವಚ್ಛವಾಗಿಡಿ ಮತ್ತು ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣು ಮಗುಚಿ ಹಾಕಿ.
ಬದನೆ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ನರ್ಸರಿಯಲ್ಲಿ ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ ಬಳಸಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ರೋಗ ಕಂಡರೆ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ದ್ರಾವಣವನ್ನು ಮಣ್ಣಿಗೆ ಸುರಿಯಿರಿ.
ಬದನೆ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಲೆವೆಲ್ಲುಲಾ ಟೌರಿಕಾ,"ಎಲೆ ಕೆಳಗೆ ಬಿಳಿ ಪುಡಿ, ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ. ಗಂಧಕ (3g/L) ಅಥವಾ ಹೆಕ್ಸಾಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಅಡುಗೆ ಸೋಡಾ ಮಿಶ್ರಿತ ನೀರನ್ನು ಬಳಸಬಹುದು."
ಬದನೆ,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆಗಳು ವಿಕಾರವಾಗಿ ಹಸಿರು-ಹಳದಿ ಮಚ್ಚೆ ಮೂಡುತ್ತವೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಮತ್ತು ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ನಾಶಪಡಿಸಿ.
ಬದನೆ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಸೊಲಾನಿ,ಕೆಳಗಿನ ಎಲೆ ಹಳದಿಯಾಗಿ ಗಿಡ ಒಣಗುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಸೇರಿಸಿ.
ಬದನೆ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಬೇರುಗಳಲ್ಲಿ ಗಂಟುಗಳಾಗಿ ಗಿಡ ಸೊರಗುತ್ತದೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (250kg/acre) ಬಳಸಿ.
ಬದನೆ,ಬುಡ ಕೊಳೆತ (Collar Rot),ಸ್ಕ್ಲೆರೋಶಿಯಂ ರಾಲ್ಫಿಸೈ,ಬುಡದಲ್ಲಿ ಬಿಳಿ ಬೂಸಲು ಕಾಣುತ್ತದೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣನ್ನು ಪ್ಲಾಸ್ಟಿಕ್‌ನಿಂದ ಮುಚ್ಚಿ ಸೌರ ಉಪಚಾರ ಮಾಡಿ.
ಬದನೆ,ಹಣ್ಣು ಕೊಳೆತ (Phyllosticta),ಫೈಲೋಸ್ಟಿಕ್ಟಾ ಹಾರ್ಟೋರಮ್,ಹಣ್ಣಿನ ಮೇಲೆ ಬಿಳಿ ಚುಕ್ಕೆ ಬಂದು ಕೊಳೆಯುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ (2g/L) ಸಿಂಪಡಿಸಿ. ಮಳೆಗಾಲದಲ್ಲಿ ಹಣ್ಣುಗಳು ಒದ್ದೆಯಾಗದಂತೆ ಹನಿ ನೀರಾವರಿ ಬಳಸಿ.
ಬದನೆ,ಕುಬ್ಜ ವೈರಸ್ (Dwarf Virus),ಲಿಟಲ್ ಲೀಫ್ ಫೈಟೋಪ್ಲಾಸ್ಮಾ,ಗಿಡ ಅತಿ ಕುಳ್ಳಗೆ ಬೆಳೆಯುತ್ತದೆ. ಕೀಟಗಳ ನಿಯಂತ್ರಣ ಮಾಡಿ ಮತ್ತು ಹಳೆಯ ರೋಗವಿರುವ ಹೊಲದ ಹತ್ತಿರ ನಾಟಿ ಮಾಡಬೇಡಿ.
ಬದನೆ,ಹಣ್ಣು ಸೀಳುವುದು,ದೈಹಿಕ ವಿಕೋಪ,ಬೋರಾನ್ ಕೊರತೆ ಅಥವಾ ನೀರಿನ ವ್ಯತ್ಯಾಸದಿಂದ ಆಗುತ್ತದೆ. ಮಣ್ಣಿನ ತೇವಾಂಶ ಕಾಪಾಡಿ. ಹೂ ಬಿಡುವಾಗ ಬೋರಾಕ್ಸ್ (2g/L) ಸಿಂಪಡಿಸಿ.
ಹಾಗಲಕಾಯಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಸ್ಯೂಡೋಪೆರೋನೋಸ್ಪೋರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆ, ಕೆಳಗೆ ಬೂದು ಬಣ್ಣದ ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಬಳಸಿ. ಬಳ್ಳಿಯನ್ನು ಚಪ್ಪರದ ಮೇಲೆ ಬೆಳೆಸುವುದು ಉತ್ತಮ."
ಹಾಗಲಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಸಿಕೋರಾಸಿಯಾರಮ್,ಎಲೆಗಳ ಎರಡು ಬದಿಯಲ್ಲಿ ಬಿಳಿ ಪುಡಿ. ಗಂಧಕ ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಕಳೆ ಮುಕ್ತವಾಗಿ ಹೊಲವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಿ.
ಹಾಗಲಕಾಯಿ,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕುಕುಂಬರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮುದುಡುವುದು ಮತ್ತು ಹಳದಿ ಮಚ್ಚೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಬಳ್ಳಿಯನ್ನು ಕಿತ್ತು ಹೂತು ಹಾಕಿ.
ಹಾಗಲಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಬಳ್ಳಿ ಹಠಾತ್ತನೆ ಒಣಗುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ (2kg/acre) ಜೈವಿಕ ಗೊಬ್ಬರ ಬೆರೆಸಿ.
ಹಾಗಲಕಾಯಿ,ಹಣ್ಣು ಕೊಳೆತ (Belly Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಮಣ್ಣಿಗೆ ತಾಗುವ ಹಣ್ಣು ಕೊಳೆಯುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಬಳ್ಳಿಯನ್ನು ಚಪ್ಪರ ಅಥವಾ ಕಡ್ಡಿಗಳಿಗೆ ಹಬ್ಬಿಸಿ.
ಹಾಗಲಕಾಯಿ,ಕೋನೀಯ ಎಲೆ ಚುಕ್ಕೆ,ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿರಿಂಗೆ,ಎಲೆ ನರಗಳ ನಡುವೆ ಚೌಕಾಕಾರದ ಚುಕ್ಕೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ (1g) + ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ (20g) ಬಳಸಿ. ಹನಿ ನೀರಾವರಿ ಉತ್ತಮ.
ಹಾಗಲಕಾಯಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಸಿಟ್ರುಲಿನಾ,ಎಲೆ ಮೇಲೆ ಬೂದು ಮಧ್ಯಭಾಗವಿರುವ ಚುಕ್ಕೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿಯಾಡಲು ಕೆಳಗಿನ ಎಲೆಗಳನ್ನು ಕತ್ತರಿಸಿ.
ಹಾಗಲಕಾಯಿ,ಅಂತ್ರಾಕ್ನೋಸ್ (Anthracnose),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಆರ್ಬಿಕ್ಯುಲೇರ್,ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಕಪ್ಪು ಚುಕ್ಕೆ. ಪ್ರೊಪಿಕೊನಜೋಲ್ ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆ ಮುನ್ನ ಥೈರಾಮ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ.
ಹಾಗಲಕಾಯಿ,ವಿಚಸ್ ಬ್ರೂಮ್ (Witches' Broom),ಫೈಟೋಪ್ಲಾಸ್ಮಾ,ಬಳ್ಳಿಯಲ್ಲಿ ಕಸಬರಿಕೆಯಂತೆ ನೂರಾರು ಸಣ್ಣ ಎಲೆ ಬರುತ್ತವೆ. ಬಳ್ಳಿಯನ್ನು ತಕ್ಷಣ ಕಿತ್ತುಹಾಕಿ. ಜಿಗಿನೊಣಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಡಿಮೆಥೋಯೇಟ್ ಬಳಸಿ.
ಹಾಗಲಕಾಯಿ,ಹಳದಿ ನರ ಮೊಸಾಯಿಕ್,ಯೆಲ್ಲೋ ವೇನ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ನರಗಳು ಹಳದಿಯಾಗುತ್ತವೆ. ಬಿಳಿ ನೊಣಗಳ ಹತೋಟಿಗೆ ಅಸಿಟಾಮಿಪ್ರಿಡ್ (0.4g/L) ಮತ್ತು ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ.
ಹಾಗಲಕಾಯಿ,ಸ್ಕ್ಯಾಬ್ ರೋಗ (Scab),ಕ್ಲಾಡೋಸ್ಪೊರಿಯಂ ಕುಕುಮೆರಿನಮ್,ಎಲೆ ಮೇಲೆ ರಂಧ್ರ ಮತ್ತು ಹಣ್ಣಿನ ಮೇಲೆ ಕಲೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಚಳಿಗಾಲದಲ್ಲಿ ಬೇಗನೆ ನಾಟಿ ಮಾಡಬೇಡಿ.
ಹಾಗಲಕಾಯಿ,ಅಲ್ಟರ್ನೇರಿಯಾ ಅಂಗಮಾರಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಕುಕುಮೆರಿನಾ,ಎಲೆ ಮೇಲೆ ಕಂದು ವೃತ್ತಾಕಾರದ ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಇಪ್ರೋಡಿಯೋನ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಕ್ಕೆ ಸರಿಯಾದ ಪೊಟ್ಯಾಶ್ ಗೊಬ್ಬರ ನೀಡಿ.
ಹಾಗಲಕಾಯಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಗಿಡ ಹಳದಿಯಾಗಿ ಕುಂಠಿತವಾಗುತ್ತದೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ ಮತ್ತು ಜೈವಿಕ ಏಜೆಂಟ್ ಪರ್ಪ್ಯುರಿಯೊಸಿಲಿಯಂ ಬಳಸಿ.
ಹಾಗಲಕಾಯಿ,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ (10g/kg) ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ನರ್ಸರಿಯಲ್ಲಿ ಅತಿಯಾದ ನೀರು ಹರಿಸಬೇಡಿ.
ಬೀಟ್‌ರೂಟ್,ಸರ್ಕೋಸ್ಪೊರಾ ಎಲೆ ಮಚ್ಚೆ,ಸರ್ಕೋಸ್ಪೊರಾ ಕ್ಯಾರೋಟೆ,ಎಲೆ ಮೇಲೆ ಬೂದು ಮಧ್ಯಭಾಗ ಮತ್ತು ನೇರಳೆ ಅಂಚಿನ ಚುಕ್ಕೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಗಿಡಗಳ ನಡುವೆ ಸರಿಯಾದ ಅಂತರವಿರಲಿ.
ಬೀಟ್‌ರೂಟ್,ಅಲ್ಟರ್ನೇರಿಯಾ ಎಲೆ ಮಚ್ಚೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಡಾಸಿ,ಎಲೆ ಮೇಲೆ ಕಪ್ಪು ವೃತ್ತಾಕಾರದ ಚುಕ್ಕೆಗಳು. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಅಥವಾ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿಗೆ ಪೊಟ್ಯಾಶ್ ಗೊಬ್ಬರ ನೀಡಿ.
ಬೀಟ್‌ರೂಟ್,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಪ್ಲಾಸ್ಮೋಪಾರಾ ಕ್ರಸ್ಟೋಸಾ,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ, ಕೆಳಗೆ ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಬಳಸಿ. ಈರುಳ್ಳಿ ಅಥವಾ ಕ್ಯಾರೆಟ್ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ."
ಬೀಟ್‌ರೂಟ್,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಹೆರಾಕ್ಲೈ,ಎಲೆಗಳ ಎರಡು ಬದಿ ಬಿಳಿ ಪುಡಿ. ಗಂಧಕ (Sulfur) ಸಿಂಪಡಿಸಿ. ಸಾರಜನಕ (Urea) ಗೊಬ್ಬರವನ್ನು ಅತಿಯಾಗಿ ಬಳಸಬೇಡಿ.
ಬೀಟ್‌ರೂಟ್,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆಗಳ ಮೇಲೆ ಹಸಿರು-ಹಳದಿ ಮಚ್ಚೆ. ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಮತ್ತು ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ಕಿತ್ತು ಹೂತು ಹಾಕಿ.
ಬೀಟ್‌ರೂಟ್,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಲೆ ಚುಕ್ಕೆ,ಜಾಂಥೋಮೋನಾಸ್ ಕ್ಯಾಂಪೆಸ್ಟ್ರಿಸ್,ನೀರಿನಂತ ಕಪ್ಪು ಚುಕ್ಕೆಗಳು. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬಳಸಿ. ಗಿಡ ಒದ್ದೆಯಿದ್ದಾಗ ಕೆಲಸ ಮಾಡಬೇಡಿ.
ಬೀಟ್‌ರೂಟ್,ಫೋಮಾ ಎಲೆ ಮಚ್ಚೆ,ಫೋಮಾ ರೋಸ್ಟ್ರುಪಿ,ಎಲೆ ಮೇಲೆ ಕಂದು ಚುಕ್ಕೆ ಮತ್ತು ಕಪ್ಪು ಚುಕ್ಕೆಗಳು. ಇದು ಬೋರಾನ್ ಕೊರತೆಯ ಸಂಕೇತ. ಮಣ್ಣಿಗೆ ಬೋರಾಕ್ಸ್ (10kg/acre) ಬಳಸಿ.
ಬೀಟ್‌ರೂಟ್,ಕರ್ಲಿ ಟಾಪ್ ವೈರಸ್,ಬೀಟ್ ಕರ್ಲಿ ಟಾಪ್ ವೈರಸ್,ಎಲೆಗಳು ಮೇಲಕ್ಕೆ ಮುದುಡಿ ನೇರಳೆ ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತವೆ. ಜಿಗಿನೊಣಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಡಿಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.
ಬೀಟ್‌ರೂಟ್,ತುಕ್ಕು ರೋಗ (Rust),ಯುರೋಮೈಸಿಸ್ ಪ್ರಭೇದ,ಎಲೆ ಕೆಳಗೆ ಕಿತ್ತಳೆ ಬಣ್ಣದ ಪುಡಿ ಗುಳ್ಳೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಹೊಲದಲ್ಲಿ ಕಳೆಗಳನ್ನು ತೆಗೆಯಿರಿ.
ಬೀಟ್‌ರೂಟ್,ರಾಮುಲೇರಿಯಾ ಎಲೆ ಮಚ್ಚೆ,ರಾಮುಲೇರಿಯಾ ಪ್ರಭೇದ,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಮಧ್ಯಭಾಗವಿರುವ ಅನಿಯಮಿತ ಚುಕ್ಕೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಹಳೆಯ ಕಸ ಸುಟ್ಟು ಹಾಕಿ.
ಬೀಟ್‌ರೂಟ್,ಸಸಿ ಕೊಳೆತ (Damping Off),ಪೈಥಿಯಂ ಪ್ರಭೇದ,ಸಣ್ಣ ಸಸಿಗಳ ಬುಡ ಕೊಳೆತು ಸಾಯುತ್ತವೆ. ಟ್ರೈಕೋಡರ್ಮಾ ಬಳಸಿ ಬೀಜೋಪಚಾರ ಮಾಡಿ. ಎತ್ತರಿಸಿದ ಪಾತಿಗಳಲ್ಲಿ ಬಿತ್ತನೆ ಮಾಡಿ.
ಬೀಟ್‌ರೂಟ್,ವರ್ಟಿಸಿಲಿಯಂ ಬಾಡು ರೋಗ,ವರ್ಟಿಸಿಲಿಯಂ ಪ್ರಭೇದ,ಹೊರಗಿನ ಎಲೆ ಹಳದಿಯಾಗಿ ಬಾಡುತ್ತದೆ. ಜೋಳ ಅಥವಾ ಗೋಧಿಯ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿನ ಸೌರ ಉಪಚಾರ ಮಾಡಿ.
ಬೀಟ್‌ರೂಟ್,ಹಳದಿ ವೈರಸ್,ಯೆಲ್ಲೋಸ್ ವೈರಸ್,ಎಲೆಗಳು ದಪ್ಪವಾಗಿ ಹಳದಿಯಾಗುತ್ತವೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಥಿಯಾಮೆಥಾಕ್ಸಮ್ ಸಿಂಪಡಿಸಿ. ಬದುಗಳ ಮೇಲಿನ ಕಳೆ ಕಿತ್ತುಹಾಕಿ.
ಕ್ಯಾರೆಟ್,ಅಲ್ಟರ್ನೇರಿಯಾ ಅಂಗಮಾರಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಡಾಸಿ,ಎಲೆ ಅಂಚು ಸುಟ್ಟಂತೆ ಕಪ್ಪಾಗುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬಳಸಿ. ಈರುಳ್ಳಿ ಅಥವಾ ಬೆಳ್ಳುಳ್ಳಿ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಕ್ಯಾರೆಟ್,ಸರ್ಕೋಸ್ಪೊರಾ ಅಂಗಮಾರಿ,ಸರ್ಕೋಸ್ಪೊರಾ ಕ್ಯಾರೋಟೆ,ಎಳೆ ಎಲೆಗಳ ಮೇಲೆ ಬೂದು ಮಚ್ಚೆ. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆ ಮುನ್ನ 50°C ಬಿಸಿ ನೀರಿನಲ್ಲಿ 20 ನಿಮಿಷ ಬೀಜೋಪಚಾರ ಮಾಡಿ.
