uid,created_at,updated_at,deleted_at,category_id,category_type,url,name_en,name_kn,name_hn,name_ta,name_te,name_ml,name_mr,name_gu,name_bn,name_or,name_pa,name_ur,name_ne
master_icons_39007a8e-9791-4722-a183-6b06cdc9f717,2026-01-14 12:20:48.145 +0530,,,fruit_016,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/jackfruit.png,Jackfruit,ಹಲಸಿನ ಹಣ್ಣು,कटहल,பலாப்பழம்,జాక్‌ఫ్రూట్,ചക്ക,फणस,જેકફ્રૂટ,কাঁঠাল,କାକଫୁଟ୍,ਕਟਹਲ,جَیک فروٹ,कटहर
master_icons_c1bcc320-ded7-4f50-9f60-3523125b9f3f,2026-01-14 12:20:48.145 +0530,,,fruit_017,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/lemon.png,Lemon,ನಿಂಬೆ,नींबू,எலுமிச்சை,నిమ్మకాయ,നാരങ്ങ,लिंबू,લીંબુ,লেবু,ଲେମ୍ବୁ,ਨਿੰਬੂ,لیموں,कागती
master_icons_8c4b22f6-29bd-431d-9c77-a88fc3859152,2026-01-14 12:20:48.145 +0530,,,fruit_018,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/mango.png,Mango,ಮಾವಿನ ಹಣ್ಣು,आम,மாங்கனி,మామిడి,മാമ്പഴം,आंबा,કેરી,আম,ଆମ୍ବ,ਆਮ,آم,आँप
master_icons_44b93b53-878f-48f2-b2fc-a57a77ebe0bf,2026-01-14 12:20:48.145 +0530,,,fruit_019,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/mulberry.png,Mulberry,ಹಿಪ್ಪುನೇರಳೆ,शहतूत,மல்பெரி,మల్బరీ,മൾബറി,तुती,શેતૂર,তুঁত,ତୁଲବେରୀ,ਸ਼ਹਿਤੂਤ,مَل بیری,मलबेरी
master_icons_1dbed2ca-075e-4504-94ee-d3bb72b1bde1,2026-01-14 12:20:48.145 +0530,,,fruit_020,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/muskmelon.png,Muskmelon,ಕರಬೂಜ,खरबूजा,முலாம்பழம்,పుచ్చకాయ,മസ്‌ക്‌മെലൺ,खरबूज,તરબૂચ,তরমুজ,କସ୍ତୁରୀ,ਖਰਬੂਜਾ,مسک میلون,खर्बुजा
master_icons_57c2b397-6f1d-431c-8b0e-8f410b97a0cc,2026-01-14 12:20:48.145 +0530,,,fruit_021,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/orange.png,Orange,ಕಿತ್ತಳೆ,संतरा,ஆரஞ்சு,నారింజ,ഓറഞ്ച്,ऑरेंज,નારંગી,কমলা,କମଳା,ਸੰਤਰਾ,کینو,सुन्तला
master_icons_0ba78cd8-29b2-4517-9d40-2107761baa00,2026-01-14 12:20:48.145 +0530,,,fruit_022,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/paddy.png,Paddy,ಭತ್ತ,धान,நெல்,వరి,നെല്ല്,भात,ડાંગર,ধান,ଧାନ,ਝੋਨਾ,دھان,धान
master_icons_47f24f91-a8a4-4484-ac43-eb4c9f4e9e59,2026-01-14 12:20:48.145 +0530,,,fruit_023,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/peach.png,Peach,ಪೀಚ್ ಹಣ್ಣು,आडू,பீச்,పీచ్,പീച്ച്,पीच,પીચ,পীচ,ପିଚ୍,ਆੜੂ,آڑو,आरु
master_icons_d30f3307-be73-4a06-b95e-68b915442043,2026-01-14 12:20:48.145 +0530,,,fruit_024,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/pear.png,Pear,ಮರಸೇಬು,नाशपाती,பேரிக்காய்,పియర్,പിയർ,नाशपाती,નાસપતી,নাশপাতি,ନାସପାତି,ਨਾਸ਼ਪਾਤੀ,ناشپاتی,नासपाती
master_icons_b670ec23-40df-49a3-8439-fe7d6e0fe337,2026-01-14 12:20:48.145 +0530,,,fruit_025,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/pineapple.png,Pineapple,ಅನಾನಸ್,अनानास,அன்னாசி,అనాస పండు,പൈനാപ്പിൾ,अननस,અનેનાસ,আনারস,ସପୁରୀ,ਅਨਾਨਾਸ,انناس,भुईँकटर
master_icons_5e55932a-71b8-4d4f-8514-b5785fb5ea8c,2026-01-14 12:20:48.145 +0530,,,fruit_026,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/plum.png,Plum,ಪ್ಲಮ್ ಹಣ್ಣು,आलू बुखारा,பிளம்,ప్లం,പ്ലം,मनुका,આલુ,বরই,ପ୍ଲମ୍,ਬੇਰ,آلوبخارہ,आलुबखडा
master_icons_de958187-9aeb-4ca0-8c2b-7c0f56a15db4,2026-01-14 12:20:48.145 +0530,,,fruit_027,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/pomegranate.png,Pomegranate,ದಾಳಿಂಬೆ,अनार,மாதுளை,దానిమ్మ,മാതളനാരങ്ങ,डाळिंब,દાડમ,ডালিম,ଡାଳିମ୍ବ,ਅਨਾਰ,انار,अनार
master_icons_ee0dfac5-9c88-4dc7-83e6-79a670efa48f,2026-01-14 12:20:48.145 +0530,,,fruit_028,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/sapota.png,Sapota,ಚಿಕ್ಕು,चीकू,சப்போட்டா,సపోటా,സപ്പോട്ട,सपोटा,સપોટા,সাপোটা,ସାପୋଟା,ਸਪੋਟਾ,سپوتا,सापोटा
master_icons_542e202f-594d-4e2a-b913-f85d302547de,2026-01-14 12:20:48.145 +0530,,,fruit_029,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/strawberry.png,Strawberry,ಸ್ಟ್ರಾಬೆರಿ,स्ट्रॉबेरी,ஸ்ட்ராபெரி,స్ట్రాబెర్రీ,ഞാവൽപ്പഴം,स्ट्रॉबेरी,સ્ટ્રોબેરી,স্ট্রবেরি,ଷ୍ଟ୍ରବେରୀ,ਸਟ੍ਰਾਬੈਰੀ,اسٹرابیری,स्ट्रबेरी
master_icons_30592669-1944-4659-9862-eeec7be8ff11,2026-01-14 12:20:48.145 +0530,,,fruit_030,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/tomato.png,Tomato,ಟೊಮೆಟೊ,टमाटर,தக்காளி,టమాటో,തക്കാളി,टोमॅटो,ટામેટા,টমেটো,ଟମାଟୋ,ਟਮਾਟਰ,ٹماٹر,गोलभेडा
master_icons_b598c01c-549c-4ab7-b833-4e2b90e6a5ea,2026-01-14 12:20:48.145 +0530,,,fruit_031,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/walnut.png,Walnut,ಅಕ್ರೋಟ್,अखरोट,வால்நட்,వాల్నట్,വാൽനട്ട്,अक्रोड,અખરોટ,আখরোট,ଅଖରୋଟ,ਅਖਰੋਟ,اخروٹ,ओखर
master_icons_e05308cc-9ce4-4aa5-801e-01218aa28530,2026-01-14 12:20:48.145 +0530,,,fruit_032,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/watermelon.png,Watermelon,ಕಲ್ಲಂಗಡಿ,तरबूज,தர்பூசணி,పుచ్చకాయ,തണ്ണിമത്തൻ,टरबूज,તરબૂચ,তরমুজ,ତରଭୁଜ,ਤਰਬੂਜ,تربوز,खरबुजा
master_icons_7cc4b135-3de1-46c2-baf1-7c79e3c8287b,2026-01-14 12:20:48.145 +0530,,,fruit_033,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Acerola.jpg,Acerola,ಅಸೆರೋಲ,एसेरोला,அசெரோலா,అసిరోలా,അസെറോള,एसेरोला,એસેરોલા,এসেরোলা,ଆସେରୋଲା,ਐਸੀਰੋਲਾ,ایسیرولا,एसेरोला
master_icons_d8aac416-5ce3-411a-add5-8ab53bfd989e,2026-01-14 12:20:48.145 +0530,,,fruit_034,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Ackee.jpg,Ackee,ಅಕಿ ಹಣ್ಣು,एकी फल,அக்கீ,అక్కీ,അക്കീ,अकी,એકી,আকি,ଆକି,ਐਕੀ,اکی,अक्की
master_icons_d29de004-a27b-4f4d-bc02-fff073c5b1f4,2026-01-14 12:20:48.145 +0530,,,fruit_035,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/African_Plum.jpg,African_Plum,ಆಫ್ರಿಕನ್ ಪ್ಲಮ್,अफ्रीकन प्लम,ஆப்பிரிக்க_பிளம்,ఆఫ్రికన్_ప్లం,ആഫ്രിക്കൻ_പ്ലം,आफ्रिकन_प्लम,આફ્રિકન_પ્લમ,আফ্রিকান_প্লাম,ଆଫ୍ରିକାନ୍_ପ୍ଲମ୍,ਅਫ਼ਰੀਕੀ_ਪਲਮ,افریقی_پلم,अफ्रिकी_प्लम
master_icons_ea6babf5-05d3-4ad0-869c-5e545cb724fa,2026-01-14 12:20:48.145 +0530,,,fruit_036,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Ambarella.jpg,Ambarella,ಅಮಟೆಕಾಯಿ,अमड़ा,அம்பரெல்லா,అంబరెల్లా,അംബരെല്ല,अंबारेला,અંબારેલા,আম্বারেলা,ଆମ୍ବାରେଲା,ਅੰਬਰੇਲਾ,امبریلا,अम्बरेला
master_icons_d6ae4025-a7fa-413e-9497-a543c134f394,2026-01-14 12:20:48.145 +0530,,,fruit_037,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Apple.jpg,Apple,ಸೇಬು,सेब,ஆப்பிள்,ఆపిల్,ആപ്പിൾ,सफरचंद,સફરજન,আপেল,ଆପଲ୍,ਸੇਬ,سیب,स्याउ
master_icons_1e4a3a1f-558f-496f-8958-d07fdb9472f8,2026-01-14 12:20:48.145 +0530,,,fruit_038,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Araza.jpg,Araza,ಅರಾಜ,अराज़ा,அராசா,అరాజా,അറസ,अराझा,અરાઝા,আরাজা,ଆରାଜା,ਅਰਾਜ਼ਾ,آرزا,अराजा
master_icons_18a46ece-9b6f-448b-8388-10ed286c65ae,2026-01-14 12:20:48.145 +0530,,,fruit_039,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Avocado.jpg,Avocado,ಬೆಣ್ಣೆ ಹಣ್ಣು,एवोकैडो,அவகேடோ,అవకాడో,അവോക്കാഡോ,एवोकॅडो,એવોકાડો,অ্যাভোকাডো,ଆଭୋକାଡୋ,ਆਵਾਕੈਡੋ,ایواکاڈو,एभोकाडो
master_icons_7c5d585b-4901-4a9d-be1b-45764be782f6,2026-01-14 12:20:48.145 +0530,,,fruit_040,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Bael.jpg,Bael,ಬೆಲದ ಹಣ್ಣು,बेल,பேல்,బేల్,ബെയ്ൽ,बेल,બેલ,বেল,ବେଲ୍,ਬੇਲ,بایل,बेल
master_icons_c655e75f-79a0-413b-ae35-7491a54b2cf8,2026-01-14 12:20:48.145 +0530,,,fruit_041,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Bignay.jpg,Bignay,ಬಿಗ್ನಾಯ್,बिगनाय,பிக்னே,బిగ్నే,ബിഗ്നേ,बिग्ने,બિગ્ને,বিগনে,ବିଗ୍ନେ,ਬਿਗਨੇ,بگنے,बिग्ने
master_icons_9a345245-0471-4b82-98e6-9544b545113f,2026-01-14 12:20:48.145 +0530,,,fruit_042,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Bilimbi.jpg,Bilimbi,ಬಿಂಬುಳಿ,बिलिम्बी,பிலிம்பி,బిలింబి,ബിലിംബി,बिलिम्बी,બિલીમ્બી,বিলিম্বি,ବିଲିମ୍ବି,ਬਿਲਿੰਬੀ,بلمبی,बिलिम्बी
master_icons_21abfeb9-ae1d-4504-9978-a5aabac208f7,2026-01-14 12:20:48.145 +0530,,,fruit_043,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Black_Sapote.png,Black_Sapote,ಕಪ್ಪು ಸಪೋಟ,ब्लैक सपोटा,பிளாக்_சபோட்,బ్లాక్_సపోట్,ബ്ലാക്ക്_സപോട്ട്,ब्लॅक_सॅपोट,બ્લેક_સપોટ,কালো_সাপোট,କଳା_ସାପୋଟ,ਕਾਲਾ_ਸਪੋਟ,سیاہ_سپوٹے,कालो_सापोटे
master_icons_2aa43bf3-e32d-4d93-8bd1-c21876ecb894,2026-01-14 12:20:48.145 +0530,,,fruit_044,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Blackberry.jpg,Blackberry,ಬ್ಲ್ಯಾಕ್‌ಬೆರಿ,ब्लैकबेरी,பிளாக்பெர்ரி,బ్లాక్బెర్రీ,ബ്ലാക്ക്‌ബെറി,ब्लॅकबेरी,બ્લેકબેરી,ব্ল্যাকবেরি,ବ୍ଲାକବେରୀ,ਬਲੈਕਬੇਰੀ,بلیک بیری,ब्ल्याकबेरी
master_icons_57d7ac7d-b263-4ad9-8bf3-621d7e30569a,2026-01-14 12:20:48.145 +0530,,,fruit_045,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Blackcurrant.jpg,Blackcurrant,ಬ್ಲ್ಯಾಕ್‌ಕರಂಟ್,ब्लैककरंट,கருப்பட்டி,నల్ల ఎండుద్రాక్ష,ബ്ലാക്ക് കറന്റ്,काळे मनुका,કાળા કિસમિસ,কালো কারেন্ট,କଳାକରଣ୍ଟ,ਕਾਲਾ ਕਰੰਟ,کالی کشمش,कालो करेन्ट
master_icons_bab8692f-09c6-474f-853c-a7ad25359ba5,2026-01-14 12:20:48.145 +0530,,,fruit_046,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Blood_Orange.jpg,Blood_Orange,ರಕ್ತ ಕಿತ್ತಳೆ,ब्लड ऑरेंज,இரத்த_ஆரஞ்சு,బ్లడ్_ఆరెంజ్,ചുവന്ന നാരങ്ങ,रक्त_संत्रा,બ્લડ_ઓરેન્જ,রক্ত_কমলা,ରକ୍ତ_କମଳା,ਲਾਲ ਨਾਰੰਗੀ,سرخ سنگترہ,रगत_सुन्तला
master_icons_1faf71d7-35e9-4cd7-a819-21972ff2689e,2026-01-14 12:20:48.145 +0530,,,fruit_047,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Blue_Java_Banana.jpg,Blue_Java_Banana,ನೀಲಿ ಬಾಳೆ,ब्लू जावा केला,நீலம்_ஜாவா_வாழைப்பழம்,బ్లూ_జావా_అరటి,നീല_ജാവ_വാഴപ്പഴം,निळा_जावा_केळा,બ્લુ_જાવા_બનાના,নীল_জাভা_কলা,ନୀଳ_ଜାଭା_କଳା,ਨੀਲਾ_ਜਾਵਾ_ਕੇਲਾ,نیلا_جاوا_کیلا,निलो_जाभा_केरा
master_icons_4ccb8948-f888-445f-8552-c79599f8b830,2026-01-14 12:20:48.145 +0530,,,fruit_048,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Blueberry.jpg,Blueberry,ಬ್ಲೂಬೆರಿ,नीलबदरी,புளுபெர்ரி,బ్లూబెర్రీ,ഞാവൽപഴം,ब्लूबेरी,બ્લુબેરી,ব্লুবেরি,ବ୍ଲୁବେରୀ,ਬਲੂਬੈਰੀ,بلیو بیری,ब्लुबेरी
master_icons_95866bf7-410c-4ef2-b996-1d515306cb62,2026-01-14 12:20:48.145 +0530,,,fruit_049,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Boysenberry.jpg,Boysenberry,ಬಾಯ್ಸನ್‌ಬೆರಿ,बॉयसेनबेरी,பாய்சன்பெர்ரி,బాయ్సెన్‌బెర్రీ,ബോയ്‌സെൻബെറി,बॉयसेनबेरी,બોયસેનબેરી,বয়েসেনবেরি,ବୋଏସେନବେରୀ,ਬੋਇਸਨਬੇਰੀ,بوائزن بیری,बोयसेनबेरी
master_icons_6a26544d-61df-400d-8f6a-1fbc191254fd,2026-01-14 12:20:48.145 +0530,,,fruit_050,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Brazil_Nut.jpg,Brazil_Nut,ಬ್ರೆಜಿಲ್ ಬೀಜ,ब्राजील नट,பிரேசில்_நட்,బ్రెజిల్_నట్,ബ്രസീൽ_നട്ട്,ब्राझील_नट,બ્રાઝિલ_નટ,ব্রাজিল_বাদাম,ବ୍ରାଜିଲ_ନଟ୍,ਬ੍ਰਾਜ਼ੀਲ_ਨਟ,برازیل_نٹ,ब्राजिल_नट
master_icons_66c7b57f-6fa5-49dc-a985-1aa031cc52ef,2026-01-14 12:20:48.145 +0530,,,fruit_051,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Breadfruit.jpg,Breadfruit,ದೀವಿ ಹಲಸು,ब्रेडफ्रूट,ரொட்டிப்பழம்,బ్రెడ్‌ఫ్రూట్,ബ്രെഡ്ഫ്രൂട്ട്,ब्रेडफ्रूट,બ્રેડફ્રૂટ,ব্রেডফ্রুট,ବ୍ରେଡ୍ଫ୍ରୁଟ୍,ਬਰੈੱਡਫਰੂਟ,بریڈ فروٹ,ब्रेडफ्रुट
master_icons_2ab02515-e4be-4143-b5a6-da4a1d2543cc,2026-01-14 12:20:48.145 +0530,,,fruit_052,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Breadnut.png,Breadnut,ಬ್ರೆಡ್‌ನಟ್,ब्रेडनट,பிரட்நட்,బ్రెడ్ నట్,ബ്രെഡ്നട്ട്,ब्रेडनट,બ્રેડનટ,বাদাম,ବ୍ରେଡନଟ୍,ਬਰੈੱਡਨਟ,بریڈنٹ,ब्रेडनट
master_icons_b0b20592-0075-4948-9690-7e4610ccf8e2,2026-01-14 12:20:48.145 +0530,,,fruit_053,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Buddha’s_Hand.jpg,Buddha’S_Hand,ಬುದ್ಧನ ಕೈ,बुद्ध हस्त,புத்தரின்_கை,బుద్ధుని చేయి,ബുദ്ധന്റെ_കൈ,बुद्धाचा_हात,બુદ્ધનો હાથ,বুদ্ধের_হাত,ବୁଦ୍ଧଙ୍କ_ହାତ,ਬੁੱਧ ਦਾ ਹੱਥ,بدھا کا_ہاتھ,बुद्धको_हात
master_icons_e977d72a-6acf-4f0c-9897-7a9f4d5607a6,2026-01-14 12:20:48.145 +0530,,,fruit_054,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Cherry.jpg,Cherry,ಚೆರ್ರಿ ಹಣ್ಣು,चेरी,செர்ரி,చెర్రీ,ചെറി,चेरी,ચેરી,চেরি,ଚେରି,ਚੈਰੀ,چیری,चेरी
master_icons_ebdcfd38-8790-4dd6-9dc8-4ebde245b7ea,2026-01-14 12:20:48.145 +0530,,,fruit_055,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Cranberry.jpg,Cranberry,ಕ್ರಾನ್ಬೆರಿ,क्रैनबेरी,குருதிநெல்லி,క్రాన్బెర్రీ,ക്രാൻബെറി,क्रॅनबेरी,ક્રેનબેરી,ক্র্যানবেরি,କ୍ରାନବେରୀ,ਕਰੈਨਬੇਰੀ,کروندہ,क्र्यानबेरी
master_icons_2509ae54-4d77-4e60-9cd0-ab680af1f3f0,2026-01-14 12:20:48.145 +0530,,,fruit_056,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Damson_Plum.jpg,Damson_Plum,ಡ್ಯಾಮ್ಸನ್ ಪ್ಲಮ್,डैम्सन प्लम,டாம்சன்_பிளம்,డామ్సన్_ప్లం,ഡാംസൺ_പ്ലം,डॅमसन_प्लम,ડેમસન_પ્લમ,ড্যামসন_প্লাম,ଡାମସନ_ପ୍ଲମ,ਡੈਮਸਨ_ਪਲਮ,ڈیمسن_پلم,ड्यामसन_प्लम
master_icons_cb7cfe5a-5d9f-4b18-88b3-9cd3700b0a56,2026-01-14 12:20:48.145 +0530,,,fruit_057,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Dewberry.png,Dewberry,ಡ್ಯೂಬೆರಿ,ड्यूबेरी,டியூபெர்ரி,డ్యూబెర్రీ,ഡ്യൂബെറി,ड्यूबेरी,ડ્યુબેરી,ডিউবেরি,ଡେଉବେରୀ,ਡਿਊਬੇਰੀ,ڈیوبیری,ड्यूबेरी
master_icons_c62f78e5-f718-40d7-9b0f-9442c038fb20,2026-01-14 12:20:48.145 +0530,,,fruit_058,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Dragon_Fruit.jpg,Dragon_Fruit,ಡ್ರ್ಯಾಗನ್ ಫ್ರೂಟ್,ड्रैगन फ्रूट,டிராகன்_பழம்,డ్రాగన్_ఫ్రూట్,ഡ്രാഗൺ_ഫ്രൂട്ട്,ड्रॅगन_फ्रूट,ડ્રેગન_ફ્રુટ,ড্রাগন_ফল,ଡ୍ରାଗନ୍_ଫରୁଟ୍,ਡਰੈਗਨ_ਫਰੂਟ,ڈریگن فروٹ,ड्र्यागन_फ्रुट
master_icons_ac00b7b2-0f96-4bdb-aedc-58add78222a6,2026-01-14 12:20:48.145 +0530,,,fruit_059,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Durian.jpg,Durian,ಡುರಿಯನ್,डुरियन,துரியன்,దురియన్,ദുരിയാൻ,डुरियन,ડુરિયન,ডুরিয়ান,ଡୁରିଆନ,ਡੂਰੀਅਨ,ڈورین فروٹ,डुरियन
master_icons_86f89b3d-94b7-4ec6-befd-8a08f36dd3c2,2026-01-14 12:20:48.145 +0530,,,fruit_060,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Egg_Fruit.jpg,Egg_Fruit,ಎಗ್ ಫ್ರೂಟ್,एग फ्रूट,முட்டை_பழம்,గుడ్డు_పండు,മുട്ട_പഴം,अंडी_फळ,ઈંડા_ફળ,ডিম_ফল,ଅଣ୍ଡା_ଫଳ,ਅੰਡਾ_ਫਲ,انڈے_پھل,अण्डा_फलफूल
master_icons_5f4664b1-5e68-4f62-a0d5-4ac9d6c70e59,2026-01-14 12:20:48.145 +0530,,,fruit_061,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Elderberry.png,Elderberry,ಎಲ್ಡರ್ಬೆರಿ,एल्डरबेरी,எல்டர்பெர்ரி,ఎల్డర్‌బెర్రీ,എൽഡർബെറി,एल्डरबेरी,એલ્ડરબેરી,এল্ডারবেরি,ଏଲ୍ଡରବେରୀ,ਐਲਡਰਬੇਰੀ,ایلڈر بیری,एल्डरबेरी
master_icons_c0f3f8d6-b1a1-4d41-8cbc-3e5ab560e444,2026-01-14 12:20:48.145 +0530,,,fruit_062,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Evergreen_Huckleberry.jpg,Evergreen_Huckleberry,ಎವರ್ಗ್ರೀನ್ ಹಕಲ್ಬೆರಿ,एवरग्रीन हकलबेरी,பசுமையான_ஹக்கிள்பெர்ரி,ఎవర్‌గ్రీన్_హకిల్‌బెర్రీ,എവർഗ്രീൻ_ഹക്കിൾബെറി,एव्हरग्रीन_हकलबेरी,સદાબહાર_હકલબેરી,চিরসবুজ_হাকলবেরি,ଏଭରଗ୍ରୀନ୍_ହକଲବେରୀ,ਸਦਾਬਹਾਰ_ਹਕਲਬੇਰੀ,ایور گرین ہکل بیری,सदाबहार_हकलबेरी
master_icons_a2fd5705-ba1e-4613-b344-6ec8f8cd2c73,2026-01-14 12:20:48.145 +0530,,,fruit_063,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Farkleberry.jpg,Farkleberry,ಫಾರ್ಕಲ್ಬೆರಿ,फार्कलवेरी,ஃபார்கில்பெர்ரி,ఫార్కిల్‌బెర్రీ,ഫാർക്കിൾബെറി,फार्कलबेरी,ફર્કલબેરી,ফার্কলেবেরি,ଫାର୍କଲବେରୀ,ਫਾਰਕਲਬੇਰੀ,فارکل بیری,फर्कलबेरी
master_icons_605efcdb-9bbc-4b91-a461-17f52f54d69e,2026-01-14 12:20:48.145 +0530,,,fruit_064,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Feijoa.jpg,Feijoa,ಫೈಜೋವಾ,फेजोआ,ஃபைஜோவா,ఫీజోవా,ഫെയ്‌ജോവ,फेजोआ,ફેઇજોઆ,ফেইজোয়া,ଫିଜୋଆ,ਫੀਜੋਆ,فیجوا,फेइजोआ
master_icons_a99a5177-69a8-4065-8f27-c8a61475f250,2026-01-14 12:20:48.145 +0530,,,fruit_065,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Finger_Lime.jpg,Finger_Lime,ಫಿಂಗರ್ ಲೈಮ್,फिंगर लाइम,விரல்_சுண்ணாம்பு,ఫింగర్_లైమ్,ഫിംഗർ_ലൈം,फिंगर_लाइम,ફિંગર_લાઈમ,আঙুল_চুন,ଆଙ୍ଗୁଠି_ଚୂନା,ਫਿੰਗਰ_ਲਾਈਮ,انگلی_چونا,फिंगर_लाइम
master_icons_55b10e0f-c8df-46e4-8b7b-209804e01e2f,2026-01-14 12:20:48.145 +0530,,,fruit_066,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Forest_Strawberry.jpg,Forest_Strawberry,ಕಾಡು ಸ್ಟ್ರಾಬೆರಿ,जंगली स्ट्रॉबेरी,காடு_ஸ்ட்ராபெரி,ఫారెస్ట్_స్ట్రాబెర్రీ,ഫോറസ്റ്റ്_സ്ട്രോബെറി,फॉरेस्ट_स्ट्रॉबेरी,ફોરેસ્ટ_સ્ટ્રોબેરી,বন_স্ট্রবেরি,ଜଙ୍ଗଲ_ଷ୍ଟ୍ରବେରୀ,ਜੰਗਲ_ਸਟ੍ਰਾਬੇਰੀ,جنگل_اسٹرابیری,वन_स्ट्रबेरी
master_icons_e6211d00-bc1e-4bd3-856a-9a8c6afbc64e,2026-01-14 12:20:48.145 +0530,,,fruit_067,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Fox_Grape.jpg,Fox_Grape,ಫಾಕ್ಸ್ ದ್ರಾಕ್ಷಿ,फॉक्स ग्रेप,நரி_திராட்சை,ఫాక్స్_గ్రేప్,കുറുക്കൻ_മുന്തിരി,फॉक्स_द्राक्ष,ફોક્સ_ગ્રેપ,শিয়াল_আঙ্গুর,ଫକ୍ସ_ଗ୍ରେପ୍,ਫੌਕਸ_ਗ੍ਰੇਪ,فاکس_انگور,फक्स_ग्रेप
master_icons_84b8f188-df6f-4545-9015-bd218d48b651,2026-01-14 12:20:48.145 +0530,,,fruit_068,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Galia_Melon.jpg,Galia_Melon,ಗಾಲಿಯಾ ಕರಬೂಜ,गालिया खरबूजा,காலியா_முலாம்பழம்,గలియా_పుచ్చకాయ,ഗാലിയ_തണ്ണിമത്തൻ,गॅलिया_खरबूज,ગાલિયા_તરબૂચ,গালিয়া_তরমুজ,ଗାଲିଆ_ମେଲନ୍,ਗਾਲੀਆ_ਖਰਬੂਜਾ,گالیا_خربوزہ,गालिया_खरबुजा
